Date,Value,Percent Stock
2008-06-01,9974,82%
2008-07-01,9261,100%
2008-08-01,9440,100%
2008-09-01,10158,32%
2008-10-01,10611,59%
2008-11-01,9875,100%
2008-12-01,9238,100%
2009-01-01,9758,36%
2009-02-01,9599,31%
2009-03-01,9539,76%
2009-04-01,10639,0%
2009-05-01,10639,0%
2009-06-01,10639,0%
2009-07-01,10639,0%
2009-08-01,10654,0%
2009-09-01,10654,0%
2009-10-01,10724,0%
2009-11-01,10724,0%
2009-12-01,10724,0%
2010-01-01,10724,0%
2010-02-01,10738,0%
2010-03-01,10738,0%
2010-04-01,10738,0%
2010-05-01,10808,0%
2010-06-01,10808,0%
2010-07-01,10808,0%
2010-08-01,10823,0%
2010-09-01,10823,0%
2010-10-01,10893,0%
2010-11-01,10893,0%
2010-12-01,10893,0%
2011-01-01,10893,0%
2011-02-01,10907,0%
2011-03-01,10907,0%
2011-04-01,10907,0%
2011-05-01,10978,0%
2011-06-01,12189,23%
2011-07-01,13422,32%
2011-08-01,13305,89%
2011-09-01,12737,100%
2011-10-01,12383,100%
2011-11-01,13545,100%
2011-12-01,13403,100%
2012-01-01,13725,100%
2012-02-01,14462,100%
2012-03-01,14784,93%
2012-04-01,16513,79%
2012-05-01,17514,63%
2012-06-01,16861,99%
2012-07-01,18900,76%
2012-08-01,20187,60%
2012-09-01,21095,64%
2012-10-01,21449,64%
2012-11-01,21933,68%
2012-12-01,22304,74%
2013-01-01,23512,66%
2013-02-01,24309,2%
2013-03-01,27332,6%
2013-04-01,27352,0%
2013-05-01,27352,0%
2013-06-01,27352,0%
2013-07-01,27352,0%
2013-08-01,27396,0%
2013-09-01,27533,0%
2013-10-01,27570,0%
2013-11-01,27570,0%
2013-12-01,27570,0%
2014-01-01,27596,0%
2014-02-01,27628,0%
2014-03-01,27750,0%
2014-04-01,27750,0%
2014-05-01,27787,0%
2014-06-01,27787,0%
2014-07-01,27787,0%
2014-08-01,27831,0%
2014-09-01,27969,0%
2014-10-01,28006,0%
2014-11-01,28006,0%
2014-12-01,28006,0%
2015-01-01,28032,0%
2015-02-01,28065,0%
2015-03-01,28186,0%
2015-04-01,28187,0%
2015-05-01,28224,0%
2015-06-01,28224,0%
2015-07-01,28224,0%
2015-08-01,28268,0%
2015-09-01,28732,75%
2015-10-01,28375,100%
2015-11-01,31916,28%
2015-12-01,32661,14%
2016-01-01,36477,36%
2016-02-01,35885,100%
2016-03-01,40792,77%
2016-04-01,41951,14%
2016-05-01,42546,6%
2016-06-01,47539,24%
2016-07-01,47555,26%
2016-08-01,47780,0%
2016-09-01,47828,0%
2016-10-01,49008,17%
2016-11-01,53459,38%
2016-12-01,54671,0%
2017-01-01,54671,0%
2017-02-01,54671,0%
2017-03-01,54670,0%
2017-04-01,54717,0%
2017-05-01,54900,0%
2017-06-01,54901,0%
2017-07-01,55107,0%
2017-08-01,55107,0%
2017-09-01,55154,0%
2017-10-01,55337,0%
2017-11-01,55338,0%
2017-12-01,55337,0%
2018-01-01,55543,0%
2018-02-01,55543,0%
2018-03-01,55543,0%
2018-04-01,58917,13%
2018-05-01,62020,22%
2018-06-01,64645,71%
2018-07-01,66503,32%
2018-08-01,67101,0%
